id,title,category,subcategory,outputType,imageModel,styleProfile,cameraProfile,lightingProfile,prompt,negativePrompt,variables,tags,version
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-hovering-nectar-feeder-wing-spread","Hovering Nectar Feeder · Wing Spread","creature","Hovering Nectar Feeder","Wing Spread","Nano Banana 2","NOVERIS Scientific Realism","wing-detail","museum-specimen","Create a premium NOVERIS hovering nectar feeder wing spread for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise wing spread production study with the complete requested subject visible Camera: controlled wing-detail view showing feather architecture, lift surfaces, and attachment points. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | hovering-nectar-feeder | wing-spread | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-hovering-nectar-feeder-folded-wings","Hovering Nectar Feeder · Folded Wings","creature","Hovering Nectar Feeder","Folded Wings","Nano Banana 2","NOVERIS Scientific Realism","wing-detail","museum-specimen","Create a premium NOVERIS hovering nectar feeder folded wings for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise folded wings production study with the complete requested subject visible Camera: controlled wing-detail view showing feather architecture, lift surfaces, and attachment points. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | hovering-nectar-feeder | folded-wings | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-hovering-nectar-feeder-skeleton","Hovering Nectar Feeder · Skeleton","creature","Hovering Nectar Feeder","Skeleton","Nano Banana 2","NOVERIS Scientific Realism","three-quarter","museum-specimen","Create a premium NOVERIS hovering nectar feeder skeleton for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise skeleton production study with the complete requested subject visible Camera: three-quarter full-body specimen view with the complete flight silhouette readable. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | hovering-nectar-feeder | skeleton | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-hovering-nectar-feeder-musculature","Hovering Nectar Feeder · Musculature","creature","Hovering Nectar Feeder","Musculature","Nano Banana 2","NOVERIS Scientific Realism","three-quarter","museum-specimen","Create a premium NOVERIS hovering nectar feeder musculature for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise musculature production study with the complete requested subject visible Camera: three-quarter full-body specimen view with the complete flight silhouette readable. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | hovering-nectar-feeder | musculature | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-hovering-nectar-feeder-internal-anatomy","Hovering Nectar Feeder · Internal Anatomy","creature","Hovering Nectar Feeder","Internal Anatomy","Nano Banana 2","NOVERIS Scientific Realism","three-quarter","museum-specimen","Create a premium NOVERIS hovering nectar feeder internal anatomy for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise internal anatomy production study with the complete requested subject visible Camera: three-quarter full-body specimen view with the complete flight silhouette readable. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | hovering-nectar-feeder | internal-anatomy | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-hovering-nectar-feeder-feather-study","Hovering Nectar Feeder · Feather Study","creature","Hovering Nectar Feeder","Feather Study","Nano Banana 2","NOVERIS Scientific Realism","macro-feather","museum-specimen","Create a premium NOVERIS hovering nectar feeder feather study for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise feather study production study with the complete requested subject visible Camera: controlled macro study of feather microstructure and physically based surface materials. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | hovering-nectar-feeder | feather-study | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-hovering-nectar-feeder-foot-study","Hovering Nectar Feeder · Foot Study","creature","Hovering Nectar Feeder","Foot Study","Nano Banana 2","NOVERIS Scientific Realism","macro-feather","museum-specimen","Create a premium NOVERIS hovering nectar feeder foot study for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise foot study production study with the complete requested subject visible Camera: controlled macro study of feather microstructure and physically based surface materials. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | hovering-nectar-feeder | foot-study | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-hovering-nectar-feeder-beak-study","Hovering Nectar Feeder · Beak Study","creature","Hovering Nectar Feeder","Beak Study","Nano Banana 2","NOVERIS Scientific Realism","macro-feather","museum-specimen","Create a premium NOVERIS hovering nectar feeder beak study for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise beak study production study with the complete requested subject visible Camera: controlled macro study of feather microstructure and physically based surface materials. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | hovering-nectar-feeder | beak-study | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-hovering-nectar-feeder-eye-study","Hovering Nectar Feeder · Eye Study","creature","Hovering Nectar Feeder","Eye Study","Nano Banana 2","NOVERIS Scientific Realism","macro-feather","museum-specimen","Create a premium NOVERIS hovering nectar feeder eye study for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise eye study production study with the complete requested subject visible Camera: controlled macro study of feather microstructure and physically based surface materials. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | hovering-nectar-feeder | eye-study | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-hovering-nectar-feeder-lifecycle","Hovering Nectar Feeder · Lifecycle","creature","Hovering Nectar Feeder","Lifecycle","Nano Banana 2","NOVERIS Scientific Realism","three-quarter","museum-specimen","Create a premium NOVERIS hovering nectar feeder lifecycle for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise lifecycle production study with the complete requested subject visible Camera: three-quarter full-body specimen view with the complete flight silhouette readable. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | hovering-nectar-feeder | lifecycle | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-hovering-nectar-feeder-variants","Hovering Nectar Feeder · Variants","creature","Hovering Nectar Feeder","Variants","Nano Banana 2","NOVERIS Scientific Realism","three-quarter","museum-specimen","Create a premium NOVERIS hovering nectar feeder variants for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise variants production study with the complete requested subject visible Camera: three-quarter full-body specimen view with the complete flight silhouette readable. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | hovering-nectar-feeder | variants | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-hovering-nectar-feeder-behavior","Hovering Nectar Feeder · Behavior","creature","Hovering Nectar Feeder","Behavior","Nano Banana 2","NOVERIS Scientific Realism","three-quarter","habitat-natural","Create a premium NOVERIS hovering nectar feeder behavior for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise behavior production study with the complete requested subject visible Camera: three-quarter full-body specimen view with the complete flight silhouette readable. Lighting: natural low-contrast environmental illumination with no focal flare. environment only where it supports the canonical habitat and composition. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | hovering-nectar-feeder | behavior | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-hovering-nectar-feeder-perching","Hovering Nectar Feeder · Perching","creature","Hovering Nectar Feeder","Perching","Nano Banana 2","NOVERIS Scientific Realism","three-quarter","habitat-natural","Create a premium NOVERIS hovering nectar feeder perching for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise perching production study with the complete requested subject visible Camera: three-quarter full-body specimen view with the complete flight silhouette readable. Lighting: natural low-contrast environmental illumination with no focal flare. environment only where it supports the canonical habitat and composition. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | hovering-nectar-feeder | perching | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-hovering-nectar-feeder-takeoff","Hovering Nectar Feeder · Takeoff","creature","Hovering Nectar Feeder","Takeoff","Nano Banana 2","NOVERIS Scientific Realism","three-quarter","habitat-natural","Create a premium NOVERIS hovering nectar feeder takeoff for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise takeoff production study with the complete requested subject visible Camera: three-quarter full-body specimen view with the complete flight silhouette readable. Lighting: natural low-contrast environmental illumination with no focal flare. environment only where it supports the canonical habitat and composition. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | hovering-nectar-feeder | takeoff | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-hovering-nectar-feeder-landing","Hovering Nectar Feeder · Landing","creature","Hovering Nectar Feeder","Landing","Nano Banana 2","NOVERIS Scientific Realism","three-quarter","habitat-natural","Create a premium NOVERIS hovering nectar feeder landing for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise landing production study with the complete requested subject visible Camera: three-quarter full-body specimen view with the complete flight silhouette readable. Lighting: natural low-contrast environmental illumination with no focal flare. environment only where it supports the canonical habitat and composition. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | hovering-nectar-feeder | landing | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
