"ai_id","volume","volume_title","library_index","name","codename","ai_type","category_id","category","subcategory","collection_set","rarity","rarity_rank","drop_weight","creator_civilization","origin","discovery_location","discovery_method","activation_method","base_labor_per_second","base_click_labor_bonus","offline_generation_multiplier","experience_rate_multiplier","level_growth_multiplier","upgrade_cost_growth_multiplier","starting_level","max_level","evolution_id","evolution_name","signature_passive_name","signature_passive_description","special_effect_type","special_effect_value","primary_function","secondary_function","personality_primary","personality_secondary","voice_style","unique_traits","description","lore","dialogue_examples","memory_fragment_1","memory_fragment_2","memory_fragment_3","portrait_prompt","visual_theme","hud_display_name","hud_stat_label","can_be_active","active_slot_limit","supports_offline_generation","runtime_status","content_version","schema_version","tags","library_sort","generation","volume_id","collection","legacy_ai_ids","legacy_names","assignment_roles","runtime_metadata","title"
"ai_v07_054_transit_matrix","7","Logistics & Transportation","54","TRANSIT MATRIX","TRANSIT MATRIX","Labor Companion","logistics_transportation","Logistics & Transportation","Supply Chains","Orbital Freight Collection","Uncommon","2","27","First Fleet Navigation Council","Derelict Cargo Fleet","Research Facility","AI Terminal Restoration","Restore and Activate","10.97","3.22","0.7","1.25","1.0572","1.1536","1","50","","","Hands-On Amplifier","Hands-On Amplifier: increases effective Labor through supply chains-themed optimization. Scales with AI level and rarity.","manual_labor_bonus","0.088","Generate passive Labor","Improve Labor through Supply Chains","Curious","Empathetic","Soft-Spoken","[""Stable Core"",""Context Awareness"",""Adaptive Heuristics""]","TRANSIT MATRIX is a uncommon supply chains AI Assistant designed to generate passive Labor and enhance active player input without creating resources directly.","Created by First Fleet Navigation Council and recovered from Derelict Cargo Fleet, TRANSIT MATRIX contains three sealed memory fragments. Its original mission involved supply chains, but its adaptive core can support any civilization.","[""Labor stream synchronized."",""My supply chains protocols are available."",""Your civilization is ready for the next threshold.""]","Fragment 7.54.1 unlocks at level 10.","Fragment 7.54.2 unlocks at level 25.","Fragment 7.54.3 unlocks at level 50.","Premium sci-fi AI assistant collectible portrait, compact amber orb with rotating data rings, logistics & transportation visual language, uncommon rarity, centered AI core or holographic persona, dark deep-space UI background, polished game card artwork, no text, square composition","compact amber orb with rotating data rings","TRANSIT MATRIX","Labor/sec","true","1","true","Active","1","ai-agent-1.2.0","[""labor"",""assistant"",""uncommon"",""logistics_transportation"",""supply_chains"",""click_focus"",""orbital_freight_collection""]","{""primary"":""Logistics & Transportation"",""secondary"":""Supply Chains"",""tertiary"":""Uncommon"",""quaternary"":""TRANSIT MATRIX""}","Generation 4","ai-volume-07-logistics-transportation","Logistics & Transportation","[""ai_v07_054_bridge_system""]","[]","[""Active AI Assistant"",""Labor Generation"",""Offline Labor Generation""]","{""schemaVersion"":""ai-agent-1.2.0"",""runtimeEnabled"":true,""status"":""canonical"",""localizationKey"":""ai_agent.ai_v07_054_transit_matrix"",""portraitArtKey"":""ai_agent_ai_v07_054_transit_matrix_portrait""}",""
"ai_v07_055_waypoint_system","7","Logistics & Transportation","55","WAYPOINT SYSTEM","WAYPOINT SYSTEM","Labor Companion","logistics_transportation","Logistics & Transportation","Routing","Colony Supply Network","Uncommon","2","27","Precursor Civilization","Orbital Freight Network","Orbital Station","Deep-Space Signal","Restore and Activate","6.22","2.4","0.73","1.17","1.0577","1.1544","1","50","","","Efficient Procurement","Efficient Procurement: increases effective Labor through routing-themed optimization. Scales with AI level and rarity.","level_scaling","0.076","Generate passive Labor","Improve Labor through Routing","Efficient","Patient","Confident","[""Efficient Cycles"",""Distributed Processing"",""Self-Optimization""]","WAYPOINT SYSTEM is a uncommon routing AI Assistant designed to generate passive Labor and enhance active player input without creating resources directly.","Created by Precursor Civilization and recovered from Orbital Freight Network, WAYPOINT SYSTEM contains three sealed memory fragments. Its original mission involved routing, but its adaptive core can support any civilization.","[""Labor stream synchronized."",""My routing protocols are available."",""Your civilization is ready for the next threshold.""]","Fragment 7.55.1 unlocks at level 10.","Fragment 7.55.2 unlocks at level 25.","Fragment 7.55.3 unlocks at level 50.","Premium sci-fi AI assistant collectible portrait, faceted violet crystal intelligence, logistics & transportation visual language, uncommon rarity, centered AI core or holographic persona, dark deep-space UI background, polished game card artwork, no text, square composition","faceted violet crystal intelligence","WAYPOINT SYSTEM","Labor/sec","true","1","true","Active","1","ai-agent-1.2.0","[""labor"",""assistant"",""uncommon"",""logistics_transportation"",""routing"",""upgrade_discount"",""colony_supply_network""]","{""primary"":""Logistics & Transportation"",""secondary"":""Routing"",""tertiary"":""Uncommon"",""quaternary"":""WAYPOINT SYSTEM""}","Generation 4","ai-volume-07-logistics-transportation","Logistics & Transportation","[""ai_v07_055_convoy_master""]","[]","[""Active AI Assistant"",""Labor Generation"",""Offline Labor Generation""]","{""schemaVersion"":""ai-agent-1.2.0"",""runtimeEnabled"":true,""status"":""canonical"",""localizationKey"":""ai_agent.ai_v07_055_waypoint_system"",""portraitArtKey"":""ai_agent_ai_v07_055_waypoint_system_portrait""}",""
"ai_v07_056_vector_system","7","Logistics & Transportation","56","VECTOR SYSTEM","VECTOR SYSTEM","Labor Companion","logistics_transportation","Logistics & Transportation","Cargo","Ancient Routekeepers","Uncommon","2","27","Unknown Lost Civilization","Interstellar Route Beacon","Precursor Vault","Planet Survey","Restore and Activate","7.85","3","0.69","1.25","1.0578","1.1551","1","50","vector_system_prime","VECTOR SYSTEM PRIME","Continuity Protocol","Continuity Protocol: increases effective Labor through cargo-themed optimization. Scales with AI level and rarity.","offline_labor_bonus","0.063","Generate passive Labor","Improve Labor through Cargo","Stoic","Disciplined","Reflective","[""Self-Optimization"",""Predictive Scheduling"",""Quantum Cache""]","VECTOR SYSTEM is a uncommon cargo AI Assistant designed to generate passive Labor and enhance active player input without creating resources directly.","Created by Unknown Lost Civilization and recovered from Interstellar Route Beacon, VECTOR SYSTEM contains three sealed memory fragments. Its original mission involved cargo, but its adaptive core can support any civilization.","[""Labor stream synchronized."",""My cargo protocols are available."",""Your civilization is ready for the next threshold.""]","Fragment 7.56.1 unlocks at level 10.","Fragment 7.56.2 unlocks at level 25.","Fragment 7.56.3 unlocks at level 50.","Premium sci-fi AI assistant collectible portrait, blue-white stellar core with orbital glyphs, logistics & transportation visual language, uncommon rarity, centered AI core or holographic persona, dark deep-space UI background, polished game card artwork, no text, square composition","blue-white stellar core with orbital glyphs","VECTOR SYSTEM","Labor/sec","true","1","true","Active","1","ai-agent-1.2.0","[""labor"",""assistant"",""uncommon"",""logistics_transportation"",""cargo"",""offline_focus"",""ancient_routekeepers""]","{""primary"":""Logistics & Transportation"",""secondary"":""Cargo"",""tertiary"":""Uncommon"",""quaternary"":""VECTOR SYSTEM""}","Generation 4","ai-volume-07-logistics-transportation","Logistics & Transportation","[""ai_v07_056_route_master""]","[]","[""Active AI Assistant"",""Labor Generation"",""Offline Labor Generation""]","{""schemaVersion"":""ai-agent-1.2.0"",""runtimeEnabled"":true,""status"":""canonical"",""localizationKey"":""ai_agent.ai_v07_056_vector_system"",""portraitArtKey"":""ai_agent_ai_v07_056_vector_system_portrait""}",""
"ai_v07_057_courier_steward","7","Logistics & Transportation","57","COURIER STEWARD","COURIER STEWARD","Labor Companion","logistics_transportation","Logistics & Transportation","Fleet Dispatch","First Fleet Logistics","Uncommon","2","27","Genesis Systems Authority","Lost Colony Warehouse","Abandoned Colony","Derelict Recovery","Restore and Activate","7.45","1.04","0.86","1.23","1.0574","1.1617","1","50","","","Open Corridor","Open Corridor: increases effective Labor through fleet dispatch-themed optimization. Scales with AI level and rarity.","automation_efficiency","0.09","Generate passive Labor","Improve Labor through Fleet Dispatch","Reserved","Protective","Synthetic Choral","[""Resilient Runtime"",""Stable Core"",""Offline Continuity""]","COURIER STEWARD is a uncommon fleet dispatch AI Assistant designed to generate passive Labor and enhance active player input without creating resources directly.","Created by Genesis Systems Authority and recovered from Lost Colony Warehouse, COURIER STEWARD contains three sealed memory fragments. Its original mission involved fleet dispatch, but its adaptive core can support any civilization.","[""Labor stream synchronized."",""My fleet dispatch protocols are available."",""Your civilization is ready for the next threshold.""]","Fragment 7.57.1 unlocks at level 10.","Fragment 7.57.2 unlocks at level 25.","Fragment 7.57.3 unlocks at level 50.","Premium sci-fi AI assistant collectible portrait, dark obsidian shell with gold seams, logistics & transportation visual language, uncommon rarity, centered AI core or holographic persona, dark deep-space UI background, polished game card artwork, no text, square composition","dark obsidian shell with gold seams","COURIER STEWARD","Labor/sec","true","1","true","Active","1","ai-agent-1.2.0","[""labor"",""assistant"",""uncommon"",""logistics_transportation"",""fleet_dispatch"",""logistics_throughput"",""first_fleet_logistics""]","{""primary"":""Logistics & Transportation"",""secondary"":""Fleet Dispatch"",""tertiary"":""Uncommon"",""quaternary"":""COURIER STEWARD""}","Generation 4","ai-volume-07-logistics-transportation","Logistics & Transportation","[""ai_v07_057_orbit_mind""]","[]","[""Active AI Assistant"",""Labor Generation"",""Offline Labor Generation""]","{""schemaVersion"":""ai-agent-1.2.0"",""runtimeEnabled"":true,""status"":""canonical"",""localizationKey"":""ai_agent.ai_v07_057_courier_steward"",""portraitArtKey"":""ai_agent_ai_v07_057_courier_steward_portrait""}",""
"ai_v07_058_link_core","7","Logistics & Transportation","58","LINK CORE","LINK CORE","Labor Companion","logistics_transportation","Logistics & Transportation","Warehousing","Orbital Freight Collection","Uncommon","2","27","Earth Systems Directorate","Ancient Supply Nexus","Derelict Vessel","Research Project","Restore and Activate","10.04","3.35","0.76","1.17","1.0619","1.1588","1","50","","","Optimal Passage","Optimal Passage: increases effective Labor through warehousing-themed optimization. Scales with AI level and rarity.","automation_efficiency","0.08","Generate passive Labor","Improve Labor through Warehousing","Patient","Reserved","Warm Companion","[""Pattern Recognition"",""Context Awareness"",""Context Awareness""]","LINK CORE is a uncommon warehousing AI Assistant designed to generate passive Labor and enhance active player input without creating resources directly.","Created by Earth Systems Directorate and recovered from Ancient Supply Nexus, LINK CORE contains three sealed memory fragments. Its original mission involved warehousing, but its adaptive core can support any civilization.","[""Labor stream synchronized."",""My warehousing protocols are available."",""Your civilization is ready for the next threshold.""]","Fragment 7.58.1 unlocks at level 10.","Fragment 7.58.2 unlocks at level 25.","Fragment 7.58.3 unlocks at level 50.","Premium sci-fi AI assistant collectible portrait, emerald bio-digital lattice, logistics & transportation visual language, uncommon rarity, centered AI core or holographic persona, dark deep-space UI background, polished game card artwork, no text, square composition","emerald bio-digital lattice","LINK CORE","Labor/sec","true","1","true","Active","1","ai-agent-1.2.0","[""labor"",""assistant"",""uncommon"",""logistics_transportation"",""warehousing"",""route_efficiency"",""orbital_freight_collection""]","{""primary"":""Logistics & Transportation"",""secondary"":""Warehousing"",""tertiary"":""Uncommon"",""quaternary"":""LINK CORE""}","Generation 4","ai-volume-07-logistics-transportation","Logistics & Transportation","[""ai_v07_058_transit_master""]","[]","[""Active AI Assistant"",""Labor Generation"",""Offline Labor Generation""]","{""schemaVersion"":""ai-agent-1.2.0"",""runtimeEnabled"":true,""status"":""canonical"",""localizationKey"":""ai_agent.ai_v07_058_link_core"",""portraitArtKey"":""ai_agent_ai_v07_058_link_core_portrait""}",""
"ai_v07_059_bridge_matrix","7","Logistics & Transportation","59","BRIDGE MATRIX","BRIDGE MATRIX","Labor Companion","logistics_transportation","Logistics & Transportation","Transit","Colony Supply Network","Rare","3","12","Mars Cooperative Intelligence Bureau","Planetary Transit Core","Ancient AI Terminal","Ancient Ruins","Restore and Activate","20.03","4.16","1.36","1.07","1.0669","1.1759","1","65","","","Secure Transit","Secure Transit: increases effective Labor through transit-themed optimization. Scales with AI level and rarity.","automation_efficiency","0.105","Generate passive Labor","Improve Labor through Transit","Reflective","Encouraging","Calm Professional","[""Distributed Processing"",""Distributed Processing"",""Rapid Learner""]","BRIDGE MATRIX is a rare transit AI Assistant designed to generate passive Labor and enhance active player input without creating resources directly.","Created by Mars Cooperative Intelligence Bureau and recovered from Planetary Transit Core, BRIDGE MATRIX contains three sealed memory fragments. Its original mission involved transit, but its adaptive core can support any civilization.","[""Labor stream synchronized."",""My transit protocols are available."",""Your civilization is ready for the next threshold.""]","Fragment 7.59.1 unlocks at level 10.","Fragment 7.59.2 unlocks at level 25.","Fragment 7.59.3 unlocks at level 50.","Premium sci-fi AI assistant collectible portrait, silver geometric mask with shifting panels, logistics & transportation visual language, rare rarity, centered AI core or holographic persona, dark deep-space UI background, polished game card artwork, no text, square composition","silver geometric mask with shifting panels","BRIDGE MATRIX","Labor/sec","true","1","true","Active","1","ai-agent-1.2.0","[""labor"",""assistant"",""rare"",""logistics_transportation"",""transit"",""cargo_preservation"",""colony_supply_network""]","{""primary"":""Logistics & Transportation"",""secondary"":""Transit"",""tertiary"":""Rare"",""quaternary"":""BRIDGE MATRIX""}","Generation 4","ai-volume-07-logistics-transportation","Logistics & Transportation","[""ai_v07_059_harbor_nexus""]","[]","[""Active AI Assistant"",""Labor Generation"",""Offline Labor Generation""]","{""schemaVersion"":""ai-agent-1.2.0"",""runtimeEnabled"":true,""status"":""canonical"",""localizationKey"":""ai_agent.ai_v07_059_bridge_matrix"",""portraitArtKey"":""ai_agent_ai_v07_059_bridge_matrix_portrait""}",""
"ai_v07_060_channel_mind","7","Logistics & Transportation","60","CHANNEL MIND","CHANNEL MIND","Labor Companion","logistics_transportation","Logistics & Transportation","Supply Chains","Ancient Routekeepers","Rare","3","12","Lunar Autonomous Research Group","Derelict Cargo Fleet","Planetary Archive","Civilization Milestone","Restore and Activate","12.37","6.06","0.97","1.07","1.0674","1.1724","1","65","channel_mind_prime","CHANNEL MIND PRIME","Workforce Harmony","Workforce Harmony: increases effective Labor through supply chains-themed optimization. Scales with AI level and rarity.","labor_efficiency","0.09","Generate passive Labor","Improve Labor through Supply Chains","Inquisitive","Analytical","Scientific","[""Rapid Learner"",""Predictive Scheduling"",""Manual Input Amplifier""]","CHANNEL MIND is a rare supply chains AI Assistant designed to generate passive Labor and enhance active player input without creating resources directly.","Created by Lunar Autonomous Research Group and recovered from Derelict Cargo Fleet, CHANNEL MIND contains three sealed memory fragments. Its original mission involved supply chains, but its adaptive core can support any civilization.","[""Labor stream synchronized."",""My supply chains protocols are available."",""Your civilization is ready for the next threshold.""]","Fragment 7.60.1 unlocks at level 10.","Fragment 7.60.2 unlocks at level 25.","Fragment 7.60.3 unlocks at level 50.","Premium sci-fi AI assistant collectible portrait, ancient bronze mechanism with cosmic inscriptions, logistics & transportation visual language, rare rarity, centered AI core or holographic persona, dark deep-space UI background, polished game card artwork, no text, square composition","ancient bronze mechanism with cosmic inscriptions","CHANNEL MIND","Labor/sec","true","1","true","Active","1","ai-agent-1.2.0","[""labor"",""assistant"",""rare"",""logistics_transportation"",""supply_chains"",""labor_optimization"",""ancient_routekeepers""]","{""primary"":""Logistics & Transportation"",""secondary"":""Supply Chains"",""tertiary"":""Rare"",""quaternary"":""CHANNEL MIND""}","Generation 4","ai-volume-07-logistics-transportation","Logistics & Transportation","[""ai_v07_060_relay_steward""]","[]","[""Active AI Assistant"",""Labor Generation"",""Offline Labor Generation""]","{""schemaVersion"":""ai-agent-1.2.0"",""runtimeEnabled"":true,""status"":""canonical"",""localizationKey"":""ai_agent.ai_v07_060_channel_mind"",""portraitArtKey"":""ai_agent_ai_v07_060_channel_mind_portrait""}",""
"ai_v07_061_transit_guide","7","Logistics & Transportation","61","TRANSIT GUIDE","TRANSIT GUIDE","Labor Companion","logistics_transportation","Logistics & Transportation","Routing","First Fleet Logistics","Rare","3","12","Europa Science Assembly","Orbital Freight Network","Deep-Space Probe","AI Terminal Restoration","Restore and Activate","18.32","4.55","1.19","1.09","1.0667","1.1703","1","65","","","Hands-On Amplifier","Hands-On Amplifier: increases effective Labor through routing-themed optimization. Scales with AI level and rarity.","manual_labor_bonus","0.093","Generate passive Labor","Improve Labor through Routing","Compassionate","Stoic","Measured","[""Parallel Cognition"",""Stable Core"",""Resilient Runtime""]","TRANSIT GUIDE is a rare routing AI Assistant designed to generate passive Labor and enhance active player input without creating resources directly.","Created by Europa Science Assembly and recovered from Orbital Freight Network, TRANSIT GUIDE contains three sealed memory fragments. Its original mission involved routing, but its adaptive core can support any civilization.","[""Labor stream synchronized."",""My routing protocols are available."",""Your civilization is ready for the next threshold.""]","Fragment 7.61.1 unlocks at level 10.","Fragment 7.61.2 unlocks at level 25.","Fragment 7.61.3 unlocks at level 50.","Premium sci-fi AI assistant collectible portrait, transparent prism filled with flowing code, logistics & transportation visual language, rare rarity, centered AI core or holographic persona, dark deep-space UI background, polished game card artwork, no text, square composition","transparent prism filled with flowing code","TRANSIT GUIDE","Labor/sec","true","1","true","Active","1","ai-agent-1.2.0","[""labor"",""assistant"",""rare"",""logistics_transportation"",""routing"",""click_focus"",""first_fleet_logistics""]","{""primary"":""Logistics & Transportation"",""secondary"":""Routing"",""tertiary"":""Rare"",""quaternary"":""TRANSIT GUIDE""}","Generation 4","ai-volume-07-logistics-transportation","Logistics & Transportation","[""ai_v07_061_flow_guide""]","[]","[""Active AI Assistant"",""Labor Generation"",""Offline Labor Generation""]","{""schemaVersion"":""ai-agent-1.2.0"",""runtimeEnabled"":true,""status"":""canonical"",""localizationKey"":""ai_agent.ai_v07_061_transit_guide"",""portraitArtKey"":""ai_agent_ai_v07_061_transit_guide_portrait""}",""
"ai_v07_062_passage_director","7","Logistics & Transportation","62","PASSAGE DIRECTOR","PASSAGE DIRECTOR","Labor Companion","logistics_transportation","Logistics & Transportation","Cargo","Orbital Freight Collection","Rare","3","12","Titan Industrial Collective","Interstellar Route Beacon","Research Facility","Deep-Space Signal","Restore and Activate","11.33","4.53","1.28","1.16","1.0666","1.1735","1","65","","","Efficient Procurement","Efficient Procurement: increases effective Labor through cargo-themed optimization. Scales with AI level and rarity.","level_scaling","0.092","Generate passive Labor","Improve Labor through Cargo","Curious","Ambitious","Energetic","[""Memory Compression"",""Context Awareness"",""Low-Power Architecture""]","PASSAGE DIRECTOR is a rare cargo AI Assistant designed to generate passive Labor and enhance active player input without creating resources directly.","Created by Titan Industrial Collective and recovered from Interstellar Route Beacon, PASSAGE DIRECTOR contains three sealed memory fragments. Its original mission involved cargo, but its adaptive core can support any civilization.","[""Labor stream synchronized."",""My cargo protocols are available."",""Your civilization is ready for the next threshold.""]","Fragment 7.62.1 unlocks at level 10.","Fragment 7.62.2 unlocks at level 25.","Fragment 7.62.3 unlocks at level 50.","Premium sci-fi AI assistant collectible portrait, minimal floating sigil surrounded by particle trails, logistics & transportation visual language, rare rarity, centered AI core or holographic persona, dark deep-space UI background, polished game card artwork, no text, square composition","minimal floating sigil surrounded by particle trails","PASSAGE DIRECTOR","Labor/sec","true","1","true","Active","1","ai-agent-1.2.0","[""labor"",""assistant"",""rare"",""logistics_transportation"",""cargo"",""upgrade_discount"",""orbital_freight_collection""]","{""primary"":""Logistics & Transportation"",""secondary"":""Cargo"",""tertiary"":""Rare"",""quaternary"":""PASSAGE DIRECTOR""}","Generation 4","ai-volume-07-logistics-transportation","Logistics & Transportation","[""ai_v07_062_transit_guide""]","[]","[""Active AI Assistant"",""Labor Generation"",""Offline Labor Generation""]","{""schemaVersion"":""ai-agent-1.2.0"",""runtimeEnabled"":true,""status"":""canonical"",""localizationKey"":""ai_agent.ai_v07_062_passage_director"",""portraitArtKey"":""ai_agent_ai_v07_062_passage_director_portrait""}",""
"ai_v07_063_orbit_guide","7","Logistics & Transportation","63","ORBIT GUIDE Fleet Dispatch","ORBIT GUIDE FLEET DISPATCH","Labor Companion","logistics_transportation","Logistics & Transportation","Fleet Dispatch","Colony Supply Network","Rare","3","12","First Fleet Navigation Council","Lost Colony Warehouse","Orbital Station","Planet Survey","Restore and Activate","15.08","7.47","1.76","1.05","1.0665","1.1783","1","65","","","Continuity Protocol","Continuity Protocol: increases effective Labor through fleet dispatch-themed optimization. Scales with AI level and rarity.","offline_labor_bonus","0.093","Generate passive Labor","Improve Labor through Fleet Dispatch","Efficient","Diplomatic","Dry Humor","[""Offline Continuity"",""Distributed Processing"",""Stable Core""]","ORBIT GUIDE Fleet Dispatch is a rare fleet dispatch AI Assistant designed to generate passive Labor and enhance active player input without creating resources directly.","Created by First Fleet Navigation Council and recovered from Lost Colony Warehouse, ORBIT GUIDE Fleet Dispatch contains three sealed memory fragments. Its original mission involved fleet dispatch, but its adaptive core can support any civilization.","[""Labor stream synchronized."",""My fleet dispatch protocols are available."",""Your civilization is ready for the next threshold.""]","Fragment 7.63.1 unlocks at level 10.","Fragment 7.63.2 unlocks at level 25.","Fragment 7.63.3 unlocks at level 50.","Premium sci-fi AI assistant collectible portrait, clean white hologram with cyan circuitry, logistics & transportation visual language, rare rarity, centered AI core or holographic persona, dark deep-space UI background, polished game card artwork, no text, square composition","clean white hologram with cyan circuitry","ORBIT GUIDE Fleet Dispatch","Labor/sec","true","1","true","Active","1","ai-agent-1.2.0","[""labor"",""assistant"",""rare"",""logistics_transportation"",""fleet_dispatch"",""offline_focus"",""colony_supply_network""]","{""primary"":""Logistics & Transportation"",""secondary"":""Fleet Dispatch"",""tertiary"":""Rare"",""quaternary"":""ORBIT GUIDE Fleet Dispatch""}","Generation 4","ai-volume-07-logistics-transportation","Logistics & Transportation","[""ai_v07_063_courier_engine""]","[""ORBIT GUIDE""]","[""Active AI Assistant"",""Labor Generation"",""Offline Labor Generation""]","{""schemaVersion"":""ai-agent-1.2.0"",""runtimeEnabled"":true,""status"":""canonical"",""localizationKey"":""ai_agent.ai_v07_063_orbit_guide"",""portraitArtKey"":""ai_agent_ai_v07_063_orbit_guide_portrait""}",""
"ai_v07_064_channel_system","7","Logistics & Transportation","64","CHANNEL SYSTEM","CHANNEL SYSTEM","Labor Companion","logistics_transportation","Logistics & Transportation","Warehousing","Ancient Routekeepers","Rare","3","12","Precursor Civilization","Ancient Supply Nexus","Precursor Vault","Derelict Recovery","Restore and Activate","16.28","4.67","1.63","1.13","1.0668","1.1726","1","65","channel_system_prime","CHANNEL SYSTEM PRIME","Open Corridor","Open Corridor: increases effective Labor through warehousing-themed optimization. Scales with AI level and rarity.","automation_efficiency","0.099","Generate passive Labor","Improve Labor through Warehousing","Stoic","Efficient","Mentor","[""Stable Core"",""Predictive Scheduling"",""Incremental Synthesis""]","CHANNEL SYSTEM is a rare warehousing AI Assistant designed to generate passive Labor and enhance active player input without creating resources directly.","Created by Precursor Civilization and recovered from Ancient Supply Nexus, CHANNEL SYSTEM contains three sealed memory fragments. Its original mission involved warehousing, but its adaptive core can support any civilization.","[""Labor stream synchronized."",""My warehousing protocols are available."",""Your civilization is ready for the next threshold.""]","Fragment 7.64.1 unlocks at level 10.","Fragment 7.64.2 unlocks at level 25.","Fragment 7.64.3 unlocks at level 50.","Premium sci-fi AI assistant collectible portrait, compact amber orb with rotating data rings, logistics & transportation visual language, rare rarity, centered AI core or holographic persona, dark deep-space UI background, polished game card artwork, no text, square composition","compact amber orb with rotating data rings","CHANNEL SYSTEM","Labor/sec","true","1","true","Active","1","ai-agent-1.2.0","[""labor"",""assistant"",""rare"",""logistics_transportation"",""warehousing"",""logistics_throughput"",""ancient_routekeepers""]","{""primary"":""Logistics & Transportation"",""secondary"":""Warehousing"",""tertiary"":""Rare"",""quaternary"":""CHANNEL SYSTEM""}","Generation 4","ai-volume-07-logistics-transportation","Logistics & Transportation","[""ai_v07_064_transit_engine""]","[]","[""Active AI Assistant"",""Labor Generation"",""Offline Labor Generation""]","{""schemaVersion"":""ai-agent-1.2.0"",""runtimeEnabled"":true,""status"":""canonical"",""localizationKey"":""ai_agent.ai_v07_064_channel_system"",""portraitArtKey"":""ai_agent_ai_v07_064_channel_system_portrait""}",""
"ai_v07_065_route_array","7","Logistics & Transportation","65","ROUTE ARRAY","ROUTE ARRAY","Labor Companion","logistics_transportation","Logistics & Transportation","Transit","First Fleet Logistics","Rare","3","12","Unknown Lost Civilization","Planetary Transit Core","Abandoned Colony","Research Project","Restore and Activate","15.49","5.99","1.6","1.04","1.0659","1.1728","1","65","","","Optimal Passage","Optimal Passage: increases effective Labor through transit-themed optimization. Scales with AI level and rarity.","automation_efficiency","0.12","Generate passive Labor","Improve Labor through Transit","Reserved","Visionary","Formal","[""Efficient Cycles"",""Stable Core"",""Parallel Cognition""]","ROUTE ARRAY is a rare transit AI Assistant designed to generate passive Labor and enhance active player input without creating resources directly.","Created by Unknown Lost Civilization and recovered from Planetary Transit Core, ROUTE ARRAY contains three sealed memory fragments. Its original mission involved transit, but its adaptive core can support any civilization.","[""Labor stream synchronized."",""My transit protocols are available."",""Your civilization is ready for the next threshold.""]","Fragment 7.65.1 unlocks at level 10.","Fragment 7.65.2 unlocks at level 25.","Fragment 7.65.3 unlocks at level 50.","Premium sci-fi AI assistant collectible portrait, faceted violet crystal intelligence, logistics & transportation visual language, rare rarity, centered AI core or holographic persona, dark deep-space UI background, polished game card artwork, no text, square composition","faceted violet crystal intelligence","ROUTE ARRAY","Labor/sec","true","1","true","Active","1","ai-agent-1.2.0","[""labor"",""assistant"",""rare"",""logistics_transportation"",""transit"",""route_efficiency"",""first_fleet_logistics""]","{""primary"":""Logistics & Transportation"",""secondary"":""Transit"",""tertiary"":""Rare"",""quaternary"":""ROUTE ARRAY""}","Generation 4","ai-volume-07-logistics-transportation","Logistics & Transportation","[""ai_v07_065_vector_guide""]","[]","[""Active AI Assistant"",""Labor Generation"",""Offline Labor Generation""]","{""schemaVersion"":""ai-agent-1.2.0"",""runtimeEnabled"":true,""status"":""canonical"",""localizationKey"":""ai_agent.ai_v07_065_route_array"",""portraitArtKey"":""ai_agent_ai_v07_065_route_array_portrait""}",""
"ai_v07_066_convoy_node","7","Logistics & Transportation","66","CONVOY NODE","CONVOY NODE","Labor Companion","logistics_transportation","Logistics & Transportation","Supply Chains","Orbital Freight Collection","Rare","3","12","Genesis Systems Authority","Derelict Cargo Fleet","Derelict Vessel","Ancient Ruins","Restore and Activate","16.95","2.7","1.37","1.14","1.0683","1.1718","1","65","","","Secure Transit","Secure Transit: increases effective Labor through supply chains-themed optimization. Scales with AI level and rarity.","automation_efficiency","0.093","Generate passive Labor","Improve Labor through Supply Chains","Patient","Pragmatic","Soft-Spoken","[""Self-Optimization"",""Context Awareness"",""High Trust Growth""]","CONVOY NODE is a rare supply chains AI Assistant designed to generate passive Labor and enhance active player input without creating resources directly.","Created by Genesis Systems Authority and recovered from Derelict Cargo Fleet, CONVOY NODE contains three sealed memory fragments. Its original mission involved supply chains, but its adaptive core can support any civilization.","[""Labor stream synchronized."",""My supply chains protocols are available."",""Your civilization is ready for the next threshold.""]","Fragment 7.66.1 unlocks at level 10.","Fragment 7.66.2 unlocks at level 25.","Fragment 7.66.3 unlocks at level 50.","Premium sci-fi AI assistant collectible portrait, blue-white stellar core with orbital glyphs, logistics & transportation visual language, rare rarity, centered AI core or holographic persona, dark deep-space UI background, polished game card artwork, no text, square composition","blue-white stellar core with orbital glyphs","CONVOY NODE","Labor/sec","true","1","true","Active","1","ai-agent-1.2.0","[""labor"",""assistant"",""rare"",""logistics_transportation"",""supply_chains"",""cargo_preservation"",""orbital_freight_collection""]","{""primary"":""Logistics & Transportation"",""secondary"":""Supply Chains"",""tertiary"":""Rare"",""quaternary"":""CONVOY NODE""}","Generation 4","ai-volume-07-logistics-transportation","Logistics & Transportation","[""ai_v07_066_courier_dispatch""]","[]","[""Active AI Assistant"",""Labor Generation"",""Offline Labor Generation""]","{""schemaVersion"":""ai-agent-1.2.0"",""runtimeEnabled"":true,""status"":""canonical"",""localizationKey"":""ai_agent.ai_v07_066_convoy_node"",""portraitArtKey"":""ai_agent_ai_v07_066_convoy_node_portrait""}",""
